filename,file type,folder,registration,suggested skill,suggested subfolder,is_zone_identifier
_index.md,md,reference,,missing-skill:general-reference,,0
_index.md:Zone.Identifier,identifier,reference,,missing-skill:general-reference,,1
adjacent_repositories.md,md,reference,,missing-skill:general-reference,,0
adjacent_repositories.md:Zone.Identifier,identifier,reference,,missing-skill:general-reference,,1
whiteboard-images-01.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-01.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
whiteboard-images-02.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-02.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
whiteboard-images-03.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-03.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
whiteboard-images-04.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-04.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
whiteboard-images-05.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-05.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
whiteboard-images-06.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-06.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
whiteboard-images-07.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-07.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
whiteboard-images-08.jpg,jpg,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,0
whiteboard-images-08.jpg:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/contact_sheets,,collision-engineers-design,,1
figma_inspection.md,md,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam,,collision-engineers-design,,0
figma_inspection.md:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam,,collision-engineers-design,,1
image_index.csv,csv,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam,,collision-engineers-design,,0
image_index.csv:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam,,collision-engineers-design,,1
frame-001.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-001.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-002.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-002.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-003.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-003.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-004.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-004.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-005.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-005.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-006.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-006.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-007.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-007.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-008.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-008.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-009.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-009.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-010.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-010.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-011.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-011.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-012.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-012.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-013.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-013.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-014.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-014.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-015.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-015.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-016.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
frame-016.png:Zone.Identifier,identifier,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,1
frame-017.png,png,reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images,,collision-engineers-design,,0
